"type","certified","body","make","model","trim","mileage","price","year","dealer","city","rating","reviews","badge"
"New",0,"SUV","Hyundai","Tucson","Sport",10,25752,2020,"Downey Hyundai","Downey",4.7,1030,
"Used",0,"SUV","Ford","Edge","SE",23010,15999,2015,"Ournextcar, LLC","Downey",3,21,
"Used",0,"SUV","Dodge","Durango","Citadel",79421,16000,2011,"MK Smith Chevrolet","Chino",4.1,263,"Good Deal"
"Used",0,"SUV","Lincoln","MKC","Select",37450,16699,2017,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"New",0,"SUV","Ford","EcoSport","SE",9,25540,2020,"Central Ford","South Gate",4,91,
"New",0,"Sedan","Mercedes-Benz",,"S 560 4MATIC",15,116765,2020,"Envision Mercedes-Benz of West Covina","West Covina",0,0,
"Used",0,"SUV","Mercedes-Benz",,"ML 350",49500,24999,2015,"Randy's Auto Sales","Ontario",3.2,22,"Fair Price"
"Used",0,"Minivan","Chrysler","Town & Country","Limited",87279,14695,2014,"DriveTime Montclair","Montclair",0,0,"Great Deal"
"Used",0,"Hatchback","Audi","A5","2.0T Premium Plus",29269,32570,2018,"STG Auto Group","Ontario",4.5,347,"Good Deal"
"New",0,"SUV","Mercedes-Benz","GLE 580","Base 4MATIC",8,107690,2020,"Mercedes-Benz of South Bay","Torrance",4.6,721,
"Used",0,"SUV","Toyota","RAV4","XLE Premium",4065,28888,2019,"DCH Toyota of Torrance","Torrance",3.9,388,"Good Deal"
"Used",0,"SUV","Ford","Flex","SEL",129840,9295,2012,"Herrera Auto Sales","Los Angeles",4.2,15,"Good Deal"
"New",0,"SUV","Nissan","Kicks","S",4,19998,2020,"Ross Nissan","El Monte",2.5,41,
"Used",0,"SUV","Kia","Sorento","LX",38756,17498,2018,"Commerce Mitsubishi","Commerce",4.2,15,"Good Deal"
"New",0,"SUV","Nissan","Rogue","SV",0,29390,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Mercedes-Benz","CLA 250","Base 4MATIC",651,61590,2020,"Mercedes-Benz of South Bay","Torrance",4.6,721,
"Used",1,"SUV","Mercedes-Benz","GLS 450","Base 4MATIC",26242,47892,2017,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,"Good Deal"
"New",0,"Sedan","Jaguar","XF","25t Premium",13,54777,2020,"Jaguar Land Rover Newport Beach","Newport Beach",0,0,
"New",0,"SUV","Land Rover","Discovery","Landmark Edition",10,64100,2020,"Jaguar Land Rover Newport Beach","Newport Beach",0,0,
"Used",1,"SUV","Volvo","XC90 Hybrid","T8 R-Design",41186,49495,2017,"Volvo Cars of Orange County","Santa Ana",3.6,78,"Good Deal"
"New",0,"Sedan","Audi","A8","L 60 quattro",40,108845,2020,"Audi South Coast","Santa Ana",4.4,29,
"New",0,"SUV","BMW","X5","M50i",10,99795,2020,"Crevier BMW","Santa Ana",3.6,310,
"Used",0,"SUV","INFINITI","QX30","Luxe",26186,20994,2019,"SC Car Zone","Costa Mesa",4.2,69,"Great Deal"
"New",0,"SUV","Audi","e-tron","quattro Premium Plus",11,83115,2019,"Audi South Coast","Santa Ana",4.4,29,
"New",0,"SUV","Cadillac","Escalade ESV","Platinum",0,87053,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Honda","Clarity Plug-In Hybrid","",6,34355,2020,"AutoNation Honda Costa Mesa","Costa Mesa",4.7,527,
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","LT Trail Boss",4,47463,2020,"Connell Chevrolet","Costa Mesa",5,132,
"New",0,"SUV","GMC","Acadia","Denali",2,44411,2020,"Tustin Buick GMC","Tustin",5,13,
"Used",0,"Sedan","Nissan","Sentra","SV",46768,10900,2018,"DCH Tustin Acura","Tustin",4.9,448,"Great Deal"
"Used",0,"Sedan","Mercedes-Benz","CLS 550","Base",21574,43902,2017,"Porsche Newport Beach","Newport Beach",4.8,251,"Good Deal"
"Used",0,"SUV","Ford","Flex","Limited",52541,16799,2015,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"Sedan","BMW","750","Li",48260,18995,2012,"Porsche Irvine","Irvine",4.6,107,"Great Deal"
"New",0,"Coupe","Aston Martin","Vantage","",93,202844,2020,"Aston Martin Newport Beach","Newport Beach",0,0,
"Used",0,"Sedan","BMW","328","i",18301,17199,2015,"California Motors Direct","Santa Ana",1.5,186,
"New",0,"SUV","Kia","Niro","S Touring",9,30425,2019,"Kia of Irvine","Irvine",4.5,362,
"New",0,"Sedan","Kia","Forte","GT-Line",5,21455,2020,"Garden Grove Kia","Garden Grove",3,53,
"New",0,"Sedan","Kia","Stinger","GT2",8,45940,2020,"Garden Grove Kia","Garden Grove",3,53,
"New",0,"Hatchback","Kia","Soul","GT-Line",10,19048,2020,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,
"New",0,"Hatchback","Kia","Soul","LX",16,17663,2020,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,
"New",0,"SUV","Kia","Niro EV","EX Premium",14,43066,2019,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,
"Used",0,"SUV","Ford","Flex","Limited",22396,18500,2018,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,"Great Deal"
"Used",0,"Passenger Van","Nissan","NV Passenger NV3500 HD","SL V8",39319,30981,2017,"Auto Republic","Orange",0,0,"Good Deal"
"Used",0,"SUV","Ford","Expedition EL","XLT",70321,23981,2017,"Auto Republic","Orange",0,0,"Good Deal"
"Used",1,"Hatchback","Toyota","Prius Prime","",29400,24299,2018,"Elmore Toyota","Westminster",3.6,110,"Good Deal"
"New",0,"Sedan","Hyundai","Elantra","SEL",14,19225,2020,"Russell Westbrook Hyundai of Garden Grove","Garden Grove",4.4,835,
"Used",0,"SUV","Kia","Sportage","LX",41667,14998,2019,"Huntington Beach Hyundai","Huntington Beach",4.4,402,"Great Deal"
"New",0,"Sedan","Genesis","G80","3.3T Sport",16,46915,2019,"Huntington Beach Hyundai","Huntington Beach",4.4,402,
"Used",0,"Sedan","Lexus","ES 300h","Base",18583,24995,2017,"Deluxe Auto Dealer","Midway City",4,133,"Great Deal"
"Used",0,"Sedan","Maserati","Quattroporte","GTS",27169,39388,2015,"O.C. AUTOHAUS","Westminster",4.2,72,"Great Deal"
"New",0,"SUV","Ford","Edge","Titanium",6,35900,2020,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"SUV","Ford","Edge","Titanium",2,34200,2020,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"Hatchback","Hyundai","Ioniq Plug-In Hybrid","SEL",9,30775,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Hatchback","Hyundai","Ioniq Plug-In Hybrid","SEL",9,30775,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Hatchback","Hyundai","Ioniq Plug-In Hybrid","SEL",9,30705,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Sedan","Genesis","G70","3.3T",9,45920,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",0,"SUV","GMC","Acadia","SLT-1",3905,33670,2019,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,"Fair Price"
"Used",0,"Hatchback","FIAT","500e","Battery Electric",12009,7899,2017,"California Motors Direct","Stanton",2.9,177,"Great Deal"
"Used",0,"Sedan","Toyota","Camry Hybrid","XLE",81845,11188,2014,"SC Motors II","Placentia",2.2,25,"Great Deal"
"Used",1,"Sedan","Volvo","S60","T6 Momentum",9027,31000,2019,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,"Good Deal"
"New",0,"SUV","Mercedes-Benz","GLE 350","Base 4MATIC",1,66555,2020,"Mercedes-Benz of Laguna Niguel / smart center of Laguna Niguel","Laguna Niguel",4.8,1247,
"Used",0,"SUV","Cadillac","Escalade ESV","Luxury",52231,35199,2016,"OC Auto Exchange","Fullerton",1,116,"Great Deal"
"Used",0,"Sedan","Mercedes-Benz",,"CLA 250",45624,19995,2016,"California Car Company","Fullerton",4.5,2,"Fair Price"
"Used",0,"Hatchback","Kia","Soul","+",70069,10199,2017,"OC Auto Exchange","Fullerton",1,116,
"Used",0,"Sedan","Hyundai","Sonata","Sport",34607,13199,2017,"OC Auto Exchange","Fullerton",1,116,"Good Deal"
"Used",0,"Sedan","Lexus","ES 350","Base",112454,7999,2011,"OC Auto Exchange","Fullerton",1,116,
"Used",1,"Hatchback","BMW","i3","94 Ah w/Range Extender",30128,20995,2017,"BMW of Buena Park","Buena Park",4.2,389,"Great Deal"
"Used",0,"SUV","Ford","Flex","SE",62836,14981,2015,"Auto Republic Fullerton","Fullerton",2.8,40,"Good Deal"
"Used",0,"SUV","Acura","MDX","3.5L w/Technology Package",37290,29692,2017,"Buena Park Honda","Buena Park",3.5,341,"Good Deal"
"New",0,"SUV","Nissan","Pathfinder","SV",1,33650,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Nissan","Pathfinder","SV",1,32610,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Chevrolet","Trax","LT",3,20927,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"Used",0,"Sedan","BMW","640 Gran Coupe","i xDrive",3989,64000,2019,"Lexus of Cerritos","Cerritos",4.7,903,"Good Deal"
"New",0,"SUV","Toyota","RAV4 Hybrid","XSE",4,36601,2020,"AutoNation Toyota Cerritos","Cerritos",4.3,916,
"New",0,"Hatchback","Hyundai","Ioniq Plug-In Hybrid","SEL",0,30755,2020,"Cardinale Way Hyundai","Corona",1.9,61,
"New",0,"SUV","Nissan","Kicks","S",11,21165,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Crew Cab Pickup","RAM","1500","Limited",10,48536,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"New",0,"Cargo Van","RAM","ProMaster 3500","High Roof",14,35899,2019,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"Used",0,"Sedan","Acura","TLX","Tech",37828,16289,2016,"EchoPark Automotive Long Beach","Signal Hill",5,2,"Great Deal"
"Used",0,"Hatchback","Ford","Focus","SE",63454,8900,2017,"OnQ Auto Group Inc","Corona",2.7,11,
"New",0,"SUV","Volkswagen","Atlas Cross Sport","2.0T SE w/Technology",12,38485,2020,"Timmons of Long Beach","Long Beach",3.5,40,
"Used",0,"Wagon","Dodge","Ram Van","1500",94491,6995,2002,"Best Auto Sales Inc.","Corona",0,5,"Fair Price"
"Used",0,"Sedan","Hyundai","Genesis","3.8",57860,17295,2016,"Honda Cars of Corona","Corona",4,243,"Great Deal"
"Used",0,"Sedan","Cadillac","XTS","Luxury",34619,22998,2018,"Best Buy Quality Cars","Bellflower",3,12,
"New",0,"SUV","BMW","X3 PHEV","xDrive30e",5,57245,2020,"McKenna BMW","Norwalk",4.9,464,
"New",0,"SUV","Mitsubishi","Outlander Sport","SE",10,18525,2020,"Puente Hills Mitsubishi","City of Industry",2.7,14,
"Used",0,"Sedan","Hyundai","Elantra","SEL",33564,11399,2018,"Corona Motors Direct","Norco",1.6,12,"Great Deal"
"Used",0,"SUV","Lexus","RX 450h","Base",64412,28099,2016,"Corona Motors Direct","Norco",1.6,12,"Great Deal"
"Used",0,"Sedan","Chevrolet","Malibu","LT",30847,17095,2019,"Chevrolet of Puente Hills","City of Industry",0,0,"Good Deal"
"Used",0,"Cargo Van","Nissan","NV200","SV",79433,12995,2013,"Norco Truck Center","Norco",1.8,19,"Fair Price"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Tradesman",38,34998,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,
"Used",0,"Sedan","Dodge","Dart","GT",46037,9985,2014,"Regency USA Inc","Los Angeles",5,15,"Good Deal"
"Used",0,"SUV","GMC","Acadia","SLT-1",35235,22099,2017,"California Motor Trade","Downey",2.5,11,
"Used",0,"Coupe","BMW","328","i",53407,10999,2012,"Ournextcar, LLC","Downey",3,21,
"Used",0,"SUV","Ford","Flex","SEL",42088,19453,2016,"MK Smith Chevrolet","Chino",4.1,263,"Good Deal"
"Used",0,"Cargo Van","Chevrolet","Express 1500","Cargo",80963,10495,2007,"Jim's Auto Sales","Harbor City",5,13,"Good Deal"
"Used",0,"Sedan","Kia","Optima Hybrid","Base",33787,13699,2017,"LA Auto Exchange","Montebello",1.7,47,"Good Deal"
"Used",0,"Sedan","Genesis","G80","3.8",25825,21196,2017,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"Used",0,"SUV","Cadillac","XT5","Luxury",27876,23199,2017,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"Used",0,"SUV","Lexus","NX 300h","Base",35668,25599,2017,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"New",0,"Sedan","Toyota","Avalon","XLE",4,37786,2019,"Envision Toyota of West Covina","West Covina",4,1,
"Used",0,"Cargo Van","Ford","Transit Connect","XL",46168,17888,2015,"Envision Mercedes-Benz of West Covina","West Covina",0,0,"Fair Price"
"New",0,"SUV","Honda","HR-V","EX",0,25090,2020,"Norm Reeves Honda Superstore - West Covina","West Covina",4.8,585,
"Used",0,"Sedan","INFINITI","Q50","Premium",40257,16399,2015,"LA Auto Exchange #1","West Covina",1.4,21,
"New",0,"SUV","Jeep","Grand Cherokee","Laredo E",2,29250,2020,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,
"Used",0,"Sedan","Chevrolet","Cruze","LT",21550,11299,2017,"California Motors Direct - Montclair","Montclair",1.6,36,
"Used",0,"SUV","Dodge","Journey","GT",28645,15795,2018,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,"Great Deal"
"Used",0,"Crew Cab Pickup","Chevrolet","Colorado","Z71",38116,25000,2016,"Vista Motors","Ontario",1.5,44,"Good Deal"
"Used",0,"Hatchback","FIAT","500","Sport",55670,7938,2016,"KarGenie","Montclair",5,3,"Great Deal"
"Used",0,"Coupe","Honda","CR-Z","EX",63743,9388,2011,"Cars Direct","Ontario",0,0,"Fair Price"
"New",0,"SUV","Toyota","C-HR","LE",2,22072,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"New",0,"SUV","Toyota","C-HR","LE",2,22037,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"New",0,"SUV","Ford","Edge","SEL",5,34445,2020,"AutoNation Ford Torrance","Torrance",4.4,411,
"New",0,"Sedan","Toyota","Avalon","XSE",2,36656,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"New",0,"SUV","Land Rover","Discovery Sport","HSE",13,46638,2019,"Jaguar Land Rover South Bay","Torrance",4.6,184,
"New",0,"Sedan","Ford","Fusion Hybrid","Titanium",10,32590,2020,"AutoNation Ford Torrance","Torrance",4.4,411,
"Used",1,"Sedan","Mercedes-Benz","AMG CLS 63","S-Model 4MATIC",28755,76982,2017,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,"Good Deal"
"New",0,"SUV","Audi","e-tron","Premium Plus",10,78770,2019,"Audi Fletcher Jones","Costa Mesa",4.9,368,
"New",0,"SUV","Land Rover","Range Rover Velar","S R-Dynamic",10,65915,2020,"Jaguar Land Rover Newport Beach","Newport Beach",0,0,
"Used",0,"Sedan","Ford","Fusion Hybrid","SE",43994,14710,2018,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Good Deal"
"New",0,"SUV","Audi","Q5 e","55 Premium",9,65670,2020,"Audi South Coast","Santa Ana",4.4,29,
"New",0,"Sedan","Audi","S3","2.0T Premium Plus",14,54395,2019,"Audi South Coast","Santa Ana",4.4,29,
"New",0,"SUV","Cadillac","XT5","Sport",0,60939,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Cadillac","XT4","Sport",0,45520,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"Used",0,"SUV","BMW","X3","sDrive28i",30094,21900,2017,"California Beemers","Costa Mesa",4.5,36,"Great Deal"
"New",0,"SUV","Jeep","Grand Cherokee","High Altitude",5,54386,2020,"Orange Coast Chrysler Jeep Dodge Ram","Costa Mesa",4.5,407,
"New",0,"Convertible","MINI","Convertible","Cooper S",10,40645,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"SUV","Cadillac","Escalade ESV","Luxury",0,80019,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Kicks","S",0,19255,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"Sedan","Cadillac","CTS","2.0L Turbo",8,38215,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Cadillac","CTS","3.6L Twin Turbo Vsport",19,55590,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Buick","Enclave","Essence",4419,39119,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Rogue Sport","SV",0,28390,2019,"Nissan of Costa Mesa","Costa Mesa",0,0,
"Used",0,"Sedan","Kia","Optima","LX Turbo",23057,12199,2016,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Crew Cab Pickup","Chevrolet","Colorado","WT",46161,16999,2016,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"Minivan","Kia","Sedona","LX",38242,15199,2016,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"New",0,"Sedan","Kia","Forte","LXS",10,20450,2020,"Kia of Irvine","Irvine",4.5,362,
"New",0,"Sedan","Kia","Forte","GT",10,23750,2020,"Kia of Irvine","Irvine",4.5,362,
"New",0,"SUV","Toyota","Highlander Hybrid","Limited",201249,49123,2020,"Toyota of Huntington Beach","Huntington Beach",3.7,3,
"Used",0,"Sedan","Nissan","Sentra","SR",58286,12238,2016,"Surf City Nissan","Huntington Beach",1,1,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Tradesman",2,29100,2019,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Tradesman",2,30100,2019,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"Used",0,"Crew Cab Pickup","Chevrolet","Avalanche","LTZ",77551,26981,2013,"Auto Republic","Orange",0,0,"Fair Price"
"New",0,"Sedan","Genesis",,"3.3T Sport",10,46915,2019,"Huntington Beach Hyundai","Huntington Beach",4.4,402,
"New",0,"SUV","Ford","Expedition","XLT",3,52750,2020,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"SUV","Ford","Flex","SEL",11,29800,2019,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"SUV","Ford","EcoSport","SE",0,19180,2019,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"Cargo Van","Ford","Transit-150","Base",0,30340,2019,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"Hatchback","Hyundai","Ioniq Plug-In Hybrid","SE",9,28030,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Hatchback","Hyundai","Ioniq Plug-In Hybrid","Limited",9,33930,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",1,"Sedan","Volvo","S90","T5 Momentum",29221,25500,2018,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,"Good Deal"
"Used",0,"Sedan","Nissan","Altima","2.5 SV",59663,11488,2017,"SC Motors II","Placentia",2.2,25,
"Used",1,"SUV","Volvo","XC90 Hybrid","T8 Inscription",15881,50500,2017,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,"Good Deal"
"Used",0,"Sedan","Chevrolet","Malibu","1LS",51350,7099,2015,"OC Auto Exchange","Fullerton",1,116,"Great Deal"
"New",0,"Sedan","Acura","ILX","Premium & A-SPEC Packages",7,30775,2020,"Weir Canyon Acura","Anaheim",4.9,537,
"New",0,"SUV","Mercedes-Benz","GLE 580","Base 4MATIC",10,89270,2020,"House of Imports","Buena Park",4.5,736,
"New",0,"Sedan","Honda","Insight","Touring",4,29295,2020,"Buena Park Honda","Buena Park",3.5,341,
"Used",1,"Sedan","Chrysler","200","S",40327,12500,2016,"Premier Chrysler Jeep Dodge Ram Buena Park","Buena Park",4.5,95,"Great Deal"
"New",0,"SUV","Mitsubishi","Outlander PHEV","SEL",7,32129,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"Coupe","Lexus","RC 300","F Sport",8,49555,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"Used",0,"Sedan","Nissan","Sentra","SL",43970,12988,2017,"Larry H Miller Nissan Corona","Corona",4.3,164,"Good Deal"
"New",0,"SUV","Nissan","Pathfinder","SV",1,33975,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Hatchback","Hyundai",,"Blue",0,21215,2020,"Cardinale Way Hyundai","Corona",1.9,61,
"New",0,"SUV","Chevrolet","Trax","LS",3,19640,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Mitsubishi","Outlander","SEL",22,24865,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"SUV","Hyundai","Tucson","Sport",0,22770,2020,"Cardinale Way Hyundai","Corona",1.9,61,
"New",0,"SUV","GMC","Yukon","SLE",5,43350,2020,"Penske Buick GMC of Cerritos","Cerritos",4.4,35,
"Used",0,"Sedan","Hyundai","Elantra","Value Edition",37417,12998,2017,"AutoNation Toyota Cerritos","Cerritos",4.3,916,"Great Deal"
"Used",0,"Hatchback","Toyota","Corolla Hatchback","SE",5852,19399,2019,"AutoNation Toyota Cerritos","Cerritos",4.3,916,"Good Deal"
"New",0,"Extended Cab Pickup","Nissan","Frontier","SV",1,27455,2019,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Nissan","Kicks","S",5,19255,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Nissan","Kicks","S",27,19605,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Coupe","BMW","i8","Base",20,158995,2020,"Long Beach BMW","Signal Hill",4.7,723,
"Used",0,"Sedan","Hyundai","Elantra","Limited",23786,14159,2017,"EchoPark Automotive Long Beach","Signal Hill",5,2,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500","Laramie",10,40827,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"Used",0,"SUV","Chevrolet","Blazer","Cheyenne",140162,7900,1994,"OnQ Auto Group Inc","Corona",2.7,11,"Fair Price"
"New",0,"SUV","Volkswagen","Atlas","2.0T S",1,29874,2019,"Timmons of Long Beach","Long Beach",3.5,40,
"New",0,"Minivan","Honda","Odyssey","LX",7,31785,2020,"Honda Cars of Corona","Corona",4,243,
"Used",0,"Hatchback","BMW","430 Gran Coupe","i",34085,23995,2017,"Puente Hills Mitsubishi","City of Industry",2.7,14,"Good Deal"
"New",0,"SUV","Hyundai","Palisade","SE",12,32805,2020,"Puente Hills Hyundai","City of Industry",4.8,719,
"Used",0,"SUV","Maserati","Levante","Base",40111,45888,2017,"Puente Hills Mitsubishi","City of Industry",2.7,14,"Good Deal"
"Used",0,"Sedan","Toyota","Camry","L",19647,16200,2018,"Shift Los Angeles","Whittier",2.3,32,"Great Deal"
"Used",0,"Sedan","Honda","Civic Hybrid","Hybrid Sedan 4D",108494,6985,2009,"Diamond Honda","City of Industry",2.2,15,"Fair Price"
"New",0,"Crew Cab Pickup","Ford","F-250","XLT",10,55257,2019,"Puente Hills Ford","City of Industry",4.4,196,
"Used",0,"SUV","Toyota","Highlander","XLE",26067,29299,2019,"Puente Hills Ford","City of Industry",4.4,196,"Good Deal"
"Used",0,"Wagon","Chevrolet","Bolt EV","LT",32010,18699,2017,"Corona Motors Direct","Norco",1.6,12,"Great Deal"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Express",5,29625,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.3,101,
"Used",0,"Sedan","Toyota","Camry Hybrid","XLE",19189,24699,2019,"Corona Motors Direct","Norco",1.6,12,"Good Deal"
"New",0,"Sedan","Chevrolet","Malibu","1LS",1,17999,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LT",7,15700,2020,"Win Chevrolet","Carson",3.6,213,
