"age","job","marital","education","default","balance","housing","loan","contact","campaign","durmin","previous","poutcome","pweek","subscribe"
43,"management","married","tertiary","no",291,"yes","no","unknown",2,2.5,0,"unknown",0,0
52,"technician","married","secondary","no",3554,"no","yes","cellular",1,1.48333333333333,0,"unknown",0,0
54,"blue-collar","married","primary","no",781,"yes","no","unknown",2,1.71666666666667,0,"unknown",0,0
32,"technician","divorced","tertiary","no",267,"no","no","cellular",1,2.13333333333333,0,"unknown",0,0
38,"blue-collar","married","primary","no",1327,"yes","no","cellular",1,4.61666666666667,0,"unknown",0,0
41,"admin.","married","primary","no",-306,"yes","no","unknown",1,8.33333333333333,0,"unknown",0,1
31,"blue-collar","single","primary","no",864,"yes","no","telephone",2,1.88333333333333,0,"unknown",0,0
35,"housemaid","married","tertiary","no",1265,"yes","no","cellular",5,5.43333333333333,4,"failure",25.5714285714286,1
26,"admin.","married","secondary","no",0,"no","no","unknown",1,12.5833333333333,0,"unknown",0,0
52,"technician","married","tertiary","no",214,"no","no","cellular",3,2.68333333333333,0,"unknown",0,0
58,"retired","married","secondary","no",425,"yes","yes","cellular",1,1.66666666666667,0,"unknown",0,0
57,"housemaid","married","tertiary","no",3,"no","no","cellular",2,2.36666666666667,0,"unknown",0,0
34,"management","married","tertiary","no",0,"yes","no","unknown",2,3.56666666666667,0,"unknown",0,0
59,"blue-collar","married","primary","no",0,"no","no","cellular",2,2.78333333333333,0,"unknown",0,0
27,"technician","single","secondary","no",282,"no","yes","cellular",5,11.2666666666667,0,"unknown",0,0
42,"entrepreneur","married","tertiary","no",0,"no","no","cellular",1,3.93333333333333,0,"unknown",0,0
47,"housemaid","single","tertiary","no",3727,"no","no","unknown",6,16.55,0,"unknown",0,1
33,"blue-collar","married","secondary","no",0,"yes","yes","cellular",12,1.38333333333333,0,"unknown",0,0
31,"services","single","secondary","no",864,"yes","no","cellular",1,1.66666666666667,0,"unknown",0,0
37,"management","married","tertiary","no",4089,"yes","no","cellular",2,4.81666666666667,4,"other",24.8571428571429,1
29,"blue-collar","married","secondary","no",-478,"no","yes","cellular",2,8.8,0,"unknown",0,0
38,"unemployed","married","primary","no",-363,"no","no","unknown",2,5.66666666666667,0,"unknown",0,0
35,"self-employed","married","secondary","no",8883,"no","no","cellular",3,0.55,0,"unknown",0,0
31,"technician","single","secondary","no",1970,"no","no","telephone",3,4.73333333333333,0,"unknown",0,0
62,"management","married","tertiary","no",1859,"no","no","telephone",3,4.08333333333333,0,"unknown",0,1
32,"technician","single","tertiary","no",1059,"yes","no","cellular",1,1.91666666666667,0,"unknown",0,0
31,"services","married","secondary","no",388,"yes","no","unknown",2,12.1666666666667,0,"unknown",0,0
51,"blue-collar","divorced","primary","no",602,"yes","no","cellular",1,5.78333333333333,2,"failure",40.5714285714286,0
29,"services","single","secondary","no",0,"no","no","cellular",1,0.966666666666667,0,"unknown",0,0
43,"blue-collar","married","primary","no",255,"yes","no","cellular",1,3,0,"unknown",0,0
36,"blue-collar","married","secondary","no",63,"yes","no","unknown",8,0.933333333333333,0,"unknown",0,0
34,"self-employed","married","primary","no",712,"yes","no","unknown",3,5.43333333333333,0,"unknown",0,0
29,"services","married","secondary","no",57,"yes","no","telephone",9,5.7,0,"unknown",0,0
57,"retired","married","secondary","no",523,"no","yes","cellular",6,0.816666666666667,0,"unknown",0,0
43,"management","married","tertiary","no",422,"no","no","cellular",1,1.83333333333333,0,"unknown",0,0
33,"services","married","secondary","no",386,"no","no","cellular",1,4.21666666666667,4,"failure",13.1428571428571,1
60,"management","married","tertiary","no",3387,"no","no","cellular",2,10.6,0,"unknown",0,0
51,"technician","married","primary","no",260,"no","no","cellular",2,2.28333333333333,0,"unknown",0,0
40,"admin.","single","secondary","no",-1,"no","no","cellular",1,2.88333333333333,0,"unknown",0,0
51,"technician","married","secondary","no",1490,"yes","no","cellular",2,3.78333333333333,0,"unknown",0,0
38,"services","married","secondary","no",497,"yes","yes","unknown",5,1.46666666666667,0,"unknown",0,0
35,"technician","married","secondary","no",1707,"yes","no","unknown",3,7.1,0,"unknown",0,0
47,"technician","married","secondary","no",826,"yes","no","telephone",3,3.25,8,"other",16,0
45,"blue-collar","married","primary","no",907,"no","no","cellular",8,3.83333333333333,0,"unknown",0,0
40,"services","married","secondary","no",1836,"yes","no","cellular",2,12.5,0,"unknown",0,1
29,"entrepreneur","single","secondary","no",404,"no","no","cellular",3,6.88333333333333,0,"unknown",0,0
52,"management","divorced","tertiary","no",907,"yes","no","unknown",2,1.73333333333333,0,"unknown",0,0
26,"technician","married","secondary","no",18,"yes","yes","cellular",1,2.3,0,"unknown",0,0
31,"blue-collar","single","primary","no",-495,"yes","no","unknown",2,5.56666666666667,0,"unknown",0,0
55,"services","married","unknown","no",1210,"yes","no","unknown",1,14.4666666666667,0,"unknown",0,0
35,"services","married","secondary","no",819,"yes","no","telephone",14,1.7,0,"unknown",0,0
56,"management","divorced","tertiary","no",442,"no","no","unknown",3,1.28333333333333,0,"unknown",0,0
28,"blue-collar","single","secondary","no",-46,"yes","no","cellular",1,3.31666666666667,14,"success",13.1428571428571,1
27,"student","single","secondary","no",671,"yes","no","unknown",2,5.53333333333333,0,"unknown",0,0
30,"technician","married","secondary","no",371,"no","no","cellular",2,2.06666666666667,0,"unknown",0,0
51,"technician","married","tertiary","no",-3,"no","no","cellular",9,1.51666666666667,0,"unknown",0,0
33,"management","married","secondary","no",11,"yes","no","cellular",3,1.73333333333333,0,"unknown",0,0
32,"blue-collar","single","secondary","no",33,"yes","no","cellular",1,2.08333333333333,4,"failure",52.5714285714286,0
43,"entrepreneur","married","secondary","no",104,"yes","no","cellular",3,10.5833333333333,0,"unknown",0,1
46,"blue-collar","married","primary","no",174,"no","yes","cellular",1,1.5,0,"unknown",0,0
32,"management","married","tertiary","no",3107,"yes","yes","cellular",1,5.16666666666667,0,"unknown",0,0
40,"services","married","secondary","no",1438,"yes","no","cellular",1,3.45,2,"failure",50.1428571428571,0
39,"blue-collar","married","secondary","no",1367,"no","no","unknown",1,0.716666666666667,0,"unknown",0,0
51,"blue-collar","married","primary","no",-11,"no","no","telephone",4,2.1,0,"unknown",0,0
46,"admin.","single","secondary","no",1693,"yes","no","cellular",1,2.28333333333333,1,"success",13.8571428571429,0
43,"blue-collar","married","primary","no",778,"yes","yes","unknown",5,4.73333333333333,0,"unknown",0,0
36,"technician","married","tertiary","no",837,"no","no","cellular",6,1.13333333333333,0,"unknown",0,0
48,"management","married","tertiary","no",363,"no","no","cellular",1,1.11666666666667,0,"unknown",0,0
26,"admin.","single","secondary","no",236,"yes","yes","cellular",2,0.133333333333333,0,"unknown",0,0
39,"admin.","single","unknown","no",0,"yes","no","cellular",1,1.03333333333333,0,"unknown",0,0
47,"management","married","tertiary","no",-50,"no","yes","cellular",1,2.91666666666667,0,"unknown",0,0
23,"entrepreneur","single","primary","no",4,"yes","no","unknown",2,6.58333333333333,0,"unknown",0,1
54,"management","divorced","tertiary","no",26306,"yes","no","cellular",1,0.45,3,"failure",12,0
38,"admin.","married","secondary","no",46,"yes","yes","unknown",1,3.25,0,"unknown",0,0
33,"technician","married","secondary","no",575,"no","yes","cellular",2,4.23333333333333,0,"unknown",0,0
35,"admin.","divorced","secondary","no",148,"no","yes","cellular",1,3.31666666666667,0,"unknown",0,0
52,"services","married","secondary","no",431,"no","no","cellular",17,1.21666666666667,0,"unknown",0,0
25,"technician","single","tertiary","no",777,"yes","no","unknown",1,5.85,0,"unknown",0,0
29,"management","married","tertiary","no",199,"yes","yes","unknown",4,28.15,0,"unknown",0,1
35,"technician","single","tertiary","no",3552,"no","no","cellular",1,4.45,0,"unknown",0,0
49,"services","married","secondary","no",47,"no","no","unknown",2,3.9,0,"unknown",0,0
41,"admin.","divorced","secondary","no",3823,"no","no","cellular",10,3.9,0,"unknown",0,0
32,"management","married","tertiary","no",138,"no","no","cellular",4,1.56666666666667,0,"unknown",0,0
29,"admin.","single","secondary","no",1117,"yes","no","unknown",2,1.28333333333333,0,"unknown",0,0
28,"blue-collar","married","secondary","no",1325,"yes","no","cellular",1,4.03333333333333,0,"unknown",0,0
59,"retired","married","secondary","no",0,"no","no","cellular",4,4.11666666666667,0,"unknown",0,0
34,"entrepreneur","married","tertiary","no",4343,"no","no","unknown",4,1.41666666666667,0,"unknown",0,0
55,"management","divorced","tertiary","no",1598,"no","no","cellular",4,10.1166666666667,0,"unknown",0,0
34,"management","married","tertiary","no",3301,"yes","no","cellular",2,8.08333333333333,4,"failure",32.4285714285714,1
24,"student","single","secondary","no",822,"no","no","cellular",1,3.06666666666667,2,"failure",13,1
42,"technician","divorced","secondary","no",-280,"yes","no","unknown",1,4.3,0,"unknown",0,0
34,"management","single","unknown","no",1534,"yes","no","cellular",1,2.6,7,"other",21,0
34,"admin.","married","secondary","no",1671,"no","no","unknown",1,2.66666666666667,0,"unknown",0,0
51,"self-employed","married","tertiary","no",2007,"no","no","unknown",1,17.0166666666667,0,"unknown",0,0
58,"blue-collar","married","primary","no",0,"yes","no","cellular",25,0.0833333333333333,0,"unknown",0,0
44,"technician","married","secondary","no",2776,"yes","no","cellular",1,11.6833333333333,0,"unknown",0,1
33,"blue-collar","married","secondary","no",139,"yes","yes","cellular",2,12.2,5,"failure",41.5714285714286,1
34,"management","married","tertiary","no",573,"no","no","cellular",1,2.03333333333333,0,"unknown",0,0
34,"admin.","married","secondary","no",475,"yes","no","unknown",1,9.31666666666667,0,"unknown",0,0
42,"blue-collar","divorced","secondary","no",47,"yes","yes","unknown",1,2.35,0,"unknown",0,0
46,"management","single","tertiary","no",2154,"yes","no","cellular",4,1.45,0,"unknown",0,0
31,"self-employed","single","tertiary","no",96,"no","no","cellular",1,9.61666666666667,0,"unknown",0,0
39,"entrepreneur","married","tertiary","no",83,"yes","no","cellular",2,3.21666666666667,0,"unknown",0,0
34,"management","single","tertiary","no",6766,"no","no","cellular",5,3.5,0,"unknown",0,0
47,"technician","married","secondary","no",3973,"no","no","cellular",2,12.2,0,"unknown",0,0
42,"services","divorced","secondary","no",372,"yes","yes","unknown",2,2.01666666666667,0,"unknown",0,0
48,"blue-collar","single","secondary","no",-552,"no","yes","cellular",2,2.5,0,"unknown",0,0
30,"self-employed","single","tertiary","no",48,"no","no","cellular",1,2.33333333333333,0,"unknown",0,0
38,"technician","married","secondary","no",7696,"yes","no","cellular",2,6.43333333333333,0,"unknown",0,0
24,"services","married","secondary","no",4500,"yes","no","cellular",2,12.2166666666667,0,"unknown",0,1
34,"technician","married","secondary","no",1,"yes","no","cellular",1,1.8,0,"unknown",0,0
46,"management","single","tertiary","no",46,"no","yes","cellular",1,1.33333333333333,1,"failure",21.7142857142857,0
32,"admin.","divorced","secondary","yes",-18,"yes","no","unknown",3,2.58333333333333,0,"unknown",0,0
46,"services","married","secondary","no",451,"yes","yes","cellular",4,6.48333333333333,0,"unknown",0,0
26,"self-employed","married","tertiary","no",479,"yes","no","cellular",3,2.21666666666667,0,"unknown",0,0
42,"blue-collar","married","secondary","no",0,"yes","no","cellular",6,5.46666666666667,0,"unknown",0,0
50,"technician","married","secondary","no",1130,"yes","no","cellular",2,1.98333333333333,0,"unknown",0,0
41,"blue-collar","married","primary","no",389,"yes","no","unknown",6,1.45,0,"unknown",0,0
34,"admin.","single","secondary","no",10,"no","yes","cellular",1,2.7,3,"failure",24.7142857142857,0
32,"services","married","secondary","no",401,"yes","no","unknown",2,4.9,0,"unknown",0,0
58,"housemaid","single","tertiary","no",145,"yes","yes","cellular",2,2.13333333333333,0,"unknown",0,0
45,"technician","married","secondary","no",115,"yes","no","cellular",1,1.8,0,"unknown",0,0
28,"admin.","single","secondary","no",89,"yes","yes","cellular",2,2.86666666666667,0,"unknown",0,0
35,"technician","married","secondary","no",94,"yes","yes","unknown",5,3.46666666666667,0,"unknown",0,0
39,"services","married","secondary","no",1438,"yes","no","unknown",2,3.53333333333333,0,"unknown",0,0
49,"unemployed","divorced","tertiary","no",780,"no","no","cellular",1,2.46666666666667,2,"failure",124.428571428571,0
50,"management","married","tertiary","no",207,"yes","no","cellular",1,1.65,0,"unknown",0,0
37,"management","married","tertiary","no",238,"no","no","cellular",1,3.08333333333333,1,"success",13.1428571428571,1
45,"blue-collar","married","primary","no",2433,"no","no","cellular",2,2.21666666666667,0,"unknown",0,0
30,"housemaid","single","secondary","no",1924,"no","no","cellular",1,2.83333333333333,0,"unknown",0,0
48,"unemployed","married","tertiary","no",-471,"yes","no","unknown",7,11.1333333333333,0,"unknown",0,0
36,"management","single","tertiary","no",1531,"yes","no","cellular",3,1.35,1,"failure",24.2857142857143,0
41,"management","single","secondary","no",764,"no","no","cellular",2,3.83333333333333,0,"unknown",0,0
55,"blue-collar","married","secondary","no",383,"no","no","unknown",1,4.78333333333333,0,"unknown",0,0
70,"retired","married","primary","no",3782,"no","no","cellular",1,10.3,0,"unknown",0,0
41,"management","married","tertiary","no",326,"yes","no","cellular",1,13.1333333333333,0,"unknown",0,1
47,"services","divorced","secondary","no",691,"no","no","cellular",6,4.75,0,"unknown",0,0
34,"technician","single","secondary","no",0,"no","no","cellular",2,2.71666666666667,0,"unknown",0,0
33,"management","single","tertiary","no",99,"no","no","cellular",1,2.65,0,"unknown",0,0
58,"retired","married","secondary","no",502,"yes","no","cellular",2,3.28333333333333,3,"failure",52.8571428571429,0
51,"management","married","tertiary","no",-15,"no","no","cellular",2,3.53333333333333,0,"unknown",0,0
45,"management","married","tertiary","no",1929,"yes","no","unknown",15,0.733333333333333,0,"unknown",0,0
55,"admin.","married","secondary","no",0,"no","no","cellular",2,3,3,"success",34,0
30,"blue-collar","single","primary","no",185,"no","no","unknown",1,0.183333333333333,0,"unknown",0,0
33,"management","single","secondary","no",-424,"yes","no","unknown",1,14.3833333333333,0,"unknown",0,0
27,"services","single","secondary","no",0,"yes","no","unknown",7,6.46666666666667,0,"unknown",0,0
59,"retired","married","secondary","no",319,"yes","no","unknown",3,2.38333333333333,0,"unknown",0,0
34,"management","single","tertiary","no",171,"yes","no","cellular",1,3.18333333333333,1,"failure",42,0
47,"technician","divorced","tertiary","no",-1148,"yes","yes","unknown",2,1.03333333333333,0,"unknown",0,0
44,"blue-collar","married","primary","no",-11,"yes","no","unknown",1,0.216666666666667,0,"unknown",0,0
35,"admin.","single","secondary","no",0,"yes","no","cellular",1,17.8833333333333,0,"unknown",0,1
45,"management","married","tertiary","no",-206,"yes","no","cellular",2,5.61666666666667,0,"unknown",0,0
